company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
TITAN,,Mar 2014,79.13,,,85.0,,81.09,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2015,76.46,,,85.0,,79.31,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2016,69.25,,,85.0,,74.5,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2017,66.47,,,85.0,,72.65,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2018,71.65,,,85.0,,76.1,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2019,72.88,,,85.0,,76.92,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2020,72.39,,,85.0,,76.59,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2021,62.99,,,85.0,,70.33,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2022,73.63,,,85.0,,77.42,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2023,77.63,,,85.0,,80.09,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2024,87.22,,,70.0,,81.48,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
TORNTPHARM,,Mar 2013,80.59,,,85.0,,82.06,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2014,84.89,,,85.0,,84.93,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2015,80.15,,,70.0,,76.77,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
TORNTPHARM,,Mar 2016,99.6,,,85.0,,94.73,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2017,71.47,,,85.0,,75.98,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2018,64.67,,,70.0,,66.45,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TORNTPHARM,,Mar 2019,59.23,,,70.0,,62.82,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TORNTPHARM,,Mar 2020,71.25,,,70.0,,70.83,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TORNTPHARM,,Mar 2021,71.45,,,85.0,,75.97,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2022,63.05,,,85.0,,70.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2023,70.09,,,85.0,,75.06,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TORNTPHARM,,Mar 2024,74.15,,,85.0,,77.77,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2013,47.81,,,85.0,,60.21,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2014,48.08,,,85.0,,60.39,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2015,59.07,,,85.0,,67.71,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2016,53.76,,,85.0,,64.17,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2017,55.49,,,85.0,,65.33,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2018,55.45,,,85.0,,65.3,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2019,55.77,,,85.0,,65.51,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2020,54.44,,,85.0,,64.63,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2021,42.17,,,85.0,,56.45,Moderate,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TRENT,,Mar 2022,51.48,,,70.0,,57.65,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TRENT,,Mar 2023,65.18,,,70.0,,66.79,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TRENT,,Mar 2024,86.31,,,85.0,,85.87,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TVSMOTOR,,Mar 2013,72.02,,,70.0,,71.35,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2014,66.11,,,85.0,,72.41,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TVSMOTOR,,Mar 2015,74.75,,,85.0,,78.17,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TVSMOTOR,,Mar 2016,73.58,,,85.0,,77.39,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TVSMOTOR,,Mar 2017,72.96,,,85.0,,76.97,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TVSMOTOR,,Mar 2018,74.83,,,60.0,,69.89,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2019,72.86,,,60.0,,68.57,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2020,69.71,,,60.0,,66.47,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2021,65.89,,,60.0,,63.93,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2022,66.61,,,60.0,,64.41,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2023,73.78,,,60.0,,69.19,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TVSMOTOR,,Mar 2024,76.22,,,60.0,,70.81,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
ULTRACEMCO,,Mar 2013,67.65,,,85.0,,73.43,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2014,62.88,,,85.0,,70.25,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2015,61.04,,,85.0,,69.03,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2016,61.3,,,85.0,,69.2,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2017,61.13,,,85.0,,69.09,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2018,58.43,,,85.0,,67.29,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2019,57.11,,,85.0,,66.41,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2020,64.73,,,85.0,,71.49,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2021,62.36,,,85.0,,69.91,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2022,64.54,,,85.0,,71.36,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2023,59.34,,,85.0,,67.89,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
ULTRACEMCO,,Mar 2024,61.63,,,85.0,,69.42,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
UNIONBANK,,Mar 2013,62.39,,,50.0,,58.26,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2014,59.05,,,50.0,,56.03,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2015,58.9,,,50.0,,55.93,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2016,55.84,,,50.0,,53.89,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2017,52.38,,,50.0,,51.59,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2018,29.36,,,50.0,,36.24,Weak,Weak profitability with declining margins; High leverage risk with elevated debt burden and reduced financial flexibility
UNIONBANK,,Mar 2019,39.11,,,50.0,,42.74,Weak,Weak profitability with declining margins; High leverage risk with elevated debt burden and reduced financial flexibility
